mti,processingCode,transactionAmount,dateTimeTransaction,cardholderBillingConversionRate,stan,timeLocalTransaction,dateLocalTransaction,expiryDate,conversionDate,merchantCategoryCode,posEntryMode,acquiringInstitutionCode,forwardingInstitutionCode,rrn,cardAcceptorTerminalId,cardAcceptorId,cardAcceptorNameLocation,cardBalance,additionalData48,transactionCurrencyCode,cardholderBillingCurrencyCode,posDataCode,originalDataElement,channel,encryptedPan,network,dcc,kitNo,factorOfAuthorization,authenticationScore,contactless,international,preValidated,enhancedLimitWhiteListing,transactionOrigin,transactionType,isExternalAuth,encryptedHexCardNo,isTokenized,entityId,moneySendTxn,mcRefundTxn,mpqrtxn,authorisationStatus,latitude,longitude
34,20,61,1966-09-19 15:51:43.009496,12,9,28,0,34,89,81,52,58,95,82,47,12,44,73,99,73,100,13,45,50,50,49,26,48,46,28,89,33,8,56,48,95,37,61,19,45,40,34,83,9,46.576467630670436,-163.7736181141643
52,56,56,2071-02-26 16:25:27.002650,99,68,76,8,67,23,31,31,94,40,99,93,51,73,60,9,25,54,11,98,52,83,77,42,50,44,60,66,34,42,97,3,72,24,27,64,38,80,1,27,34,46.0030786000807,-62.04662599779044
37,19,56,1904-06-18 00:28:02.004052,10,11,60,67,25,11,83,82,31,53,61,10,74,41,56,40,29,36,43,70,2,8,26,19,9,52,54,14,14,65,17,100,54,76,67,69,57,4,54,80,39,-22.42134470063789,-153.2770642718395
84,87,89,1939-12-18 15:56:15.005346,88,38,14,89,40,39,55,16,15,58,9,36,84,83,45,54,100,94,93,72,85,5,63,49,49,20,68,28,47,53,72,66,2,39,85,77,20,4,26,28,3,-55.70542513315313,143.32821956154532
23,50,75,1962-07-16 16:49:54.009249,67,71,47,40,79,19,21,18,11,26,35,0,57,91,67,9,61,54,77,0,57,68,94,12,47,7,42,62,53,99,43,64,28,98,30,3,31,8,66,47,21,-10.66199750260516,-138.76628361888288
18,99,33,1906-05-08 08:54:02.009823,35,48,66,24,17,0,83,31,4,37,34,37,35,53,86,17,77,64,51,41,53,71,39,98,71,77,53,64,92,3,62,78,33,11,91,21,96,47,51,45,3,-45.95687735318927,-149.990004812889
35,31,100,1998-04-20 17:49:09.000994,9,72,38,70,55,69,50,78,66,26,82,19,63,75,58,68,47,24,46,52,48,77,70,94,63,32,16,87,96,0,98,98,77,15,19,46,65,88,73,12,22,55.4206662102614,90.88604455986302
40,90,80,2055-04-08 12:11:38.009720,28,78,32,4,80,60,51,35,51,56,70,11,64,20,97,57,98,63,21,89,87,42,7,76,21,7,20,23,10,46,87,89,16,20,98,56,79,91,48,23,97,71.22733473729946,-175.8132318102135
24,13,82,2077-09-08 13:24:21.009089,29,21,41,14,78,87,61,75,92,7,1,69,36,96,91,54,31,13,75,59,67,73,82,21,38,64,68,59,13,78,87,58,14,7,3,86,54,97,45,90,91,-0.7906996197455385,-57.773989608087106
10,9,80,2098-02-07 03:51:14.008810,27,52,78,11,32,70,11,78,27,27,5,97,71,40,62,75,67,71,75,21,16,14,74,83,15,64,71,28,61,72,62,34,85,75,0,39,10,81,98,2,33,55.44727097663676,55.94457151675019
38,3,68,2063-10-17 08:01:44.000869,48,33,75,84,99,8,80,15,74,50,76,76,56,98,95,75,69,4,9,51,54,88,13,55,55,4,96,50,66,91,94,35,51,83,77,39,88,94,42,40,48,12.972592538412584,135.64883791186747
51,55,34,2027-03-16 17:13:33.005503,32,60,82,16,26,0,74,7,28,44,8,92,60,4,81,52,92,8,61,7,64,39,73,18,22,72,65,84,43,1,47,21,4,5,58,10,31,100,58,67,5,35.948454513757596,-40.19743364947283
44,66,48,1955-09-21 11:28:09.001869,22,98,52,31,18,70,2,82,69,18,82,50,34,86,26,12,52,45,45,96,21,71,64,13,1,46,58,40,80,79,83,12,62,98,36,20,55,34,57,51,78,-63.4723686495789,-147.97608341767335
86,14,27,2043-11-13 12:09:35.008256,50,74,9,26,87,99,78,97,25,67,89,6,17,10,37,24,39,28,7,82,9,28,28,1,99,23,84,0,45,35,87,95,1,94,60,89,97,20,66,90,74,22.751791007518733,168.08614607886028
74,43,5,1905-02-06 12:19:02.000082,55,68,97,98,72,81,73,8,11,90,57,86,19,99,72,45,9,17,58,28,24,82,61,75,56,50,9,4,78,30,30,73,8,62,69,54,52,28,85,56,9,-23.87360193749069,-37.00323379258239
84,11,71,2052-09-24 16:44:07.002922,1,33,33,1,45,8,23,45,65,93,53,65,89,86,99,27,27,51,5,65,21,7,47,26,38,42,44,5,73,83,51,95,55,67,49,41,16,44,93,43,27,0.6037451052810923,-166.87565486837275
7,20,53,2008-08-09 18:21:24.008671,22,93,68,17,93,26,74,81,69,89,28,83,89,33,6,32,98,100,86,1,58,92,96,26,18,50,53,79,63,72,30,65,18,19,76,90,42,54,17,20,42,22.503549968809978,-120.64399450547089
96,58,56,2065-06-11 10:35:40.004909,37,17,56,69,88,91,55,84,53,57,20,39,17,18,21,40,61,51,95,16,86,35,7,70,100,16,47,67,38,43,83,73,98,28,6,19,49,12,98,82,75,2.084131437054566,-58.642812133326515
67,47,30,1946-04-18 00:55:12.009048,74,9,40,9,24,54,90,98,45,56,93,91,44,95,8,93,97,23,94,82,33,87,70,89,53,19,18,67,26,74,62,92,36,52,98,65,37,79,6,13,46,10.546269566206846,-35.62456364159803
67,39,77,2094-01-17 01:11:06.007015,10,33,75,66,73,84,89,93,67,59,77,3,85,52,96,71,1,24,18,100,11,78,70,36,73,91,66,34,6,47,75,16,45,10,43,57,11,75,25,95,17,74.31729978891798,-66.50950709289637
54,62,16,1961-02-09 16:49:53.003840,20,90,99,14,97,80,42,20,67,16,19,71,6,15,71,74,54,29,11,81,60,22,1,38,93,29,95,53,13,34,31,9,67,22,45,79,43,24,50,0,8,-74.79047288430232,-80.56336973080842
35,85,13,2042-01-06 17:58:54.000092,93,82,4,31,77,54,23,90,67,55,29,2,7,58,71,81,72,57,86,99,67,75,18,8,94,57,27,45,68,47,75,63,21,18,19,7,91,100,80,49,100,-86.38180532333821,-139.77485042677682
90,50,9,1924-02-12 19:39:10.002642,8,93,20,63,15,49,12,2,68,72,68,67,83,54,72,17,67,15,34,6,23,29,100,77,82,34,75,40,44,14,88,94,95,74,77,91,93,56,44,68,63,-79.66934605044868,-54.771208256898305
53,80,31,1982-09-24 16:29:33.008264,62,92,11,62,76,7,56,2,2,60,58,14,50,41,41,64,31,30,84,49,33,34,47,27,99,45,18,17,39,19,34,65,24,1,41,71,89,59,30,35,72,64.81267111714527,115.94715589375636
55,81,14,2093-05-12 13:35:11.002171,24,6,12,66,71,84,95,19,97,44,47,70,76,94,41,73,74,2,81,53,2,72,17,55,51,71,47,3,63,32,69,21,50,89,42,77,100,50,10,72,53,-53.049174910366986,-152.75675911300814
59,3,27,1949-06-22 00:49:03.000402,43,66,43,51,89,11,85,97,52,56,31,32,3,36,33,13,32,76,71,44,53,71,54,26,9,99,6,70,54,77,66,49,66,87,8,64,55,27,29,81,38,45.33953006645558,-43.84247870189506
93,64,83,1924-09-17 20:09:18.007926,0,8,98,33,82,12,35,6,46,43,50,89,9,91,18,95,42,70,100,43,2,29,37,8,56,65,93,43,44,97,10,27,67,98,59,0,53,11,39,16,0,76.12024457755697,104.16216687401129
7,31,27,1964-02-09 19:55:11.008522,21,4,25,82,2,9,34,0,76,66,41,80,75,3,32,69,11,47,46,62,72,94,18,90,42,30,96,87,89,13,59,79,52,66,68,20,73,91,76,78,62,76.0990169385745,65.75887324555646
67,4,37,2007-02-22 09:19:52.003524,2,0,59,34,85,5,26,46,12,64,79,40,71,27,29,40,60,93,80,4,73,62,17,15,42,2,38,12,9,71,6,13,81,56,68,3,12,71,46,71,44,49.44443581216399,-58.39972742170045
24,61,87,2081-09-09 04:08:55.008295,22,48,22,16,2,7,32,92,50,0,33,9,62,48,3,72,50,34,72,73,62,96,52,90,30,79,81,47,80,1,11,1,47,67,98,70,46,48,73,47,58,17.729881160234044,26.064517060325073
90,66,18,1952-11-10 19:53:01.000466,9,28,23,10,1,25,66,59,55,75,29,75,16,45,77,10,48,89,50,59,99,17,52,84,18,32,23,43,53,26,75,58,79,35,50,70,41,40,64,4,52,50.21311034477017,-127.22189897473334
92,1,12,2091-02-19 11:23:55.003451,29,73,79,10,72,29,71,9,44,7,10,5,40,68,75,9,94,18,20,89,31,65,79,9,71,91,64,26,61,26,86,29,14,36,1,16,78,100,8,6,69,-7.9099067873574,130.18412531469016
79,25,75,2055-08-21 03:26:38.002017,60,47,81,20,2,39,54,3,25,68,25,87,14,6,82,18,78,52,20,31,63,93,29,65,96,3,26,8,82,87,11,10,97,39,12,7,46,85,79,87,96,86.05436494695101,-163.36694995704306
65,91,63,2087-02-27 12:26:29.001012,31,98,66,82,98,65,32,35,2,33,57,87,14,12,44,90,13,61,85,27,18,1,72,13,32,6,50,26,70,78,78,99,64,39,5,6,14,23,80,94,28,-53.26427329634384,42.47962495505118
23,77,33,1988-09-18 06:34:58.003087,1,29,72,23,97,60,77,17,15,14,53,61,75,48,56,25,49,79,78,65,6,76,8,35,64,18,29,13,3,19,9,91,82,80,86,20,2,0,87,10,80,38.29732167645025,83.5811467008092
70,38,50,2039-03-20 04:28:21.004725,72,59,52,35,25,47,3,57,93,30,81,38,52,7,46,90,51,97,68,41,11,11,18,67,25,5,82,91,66,50,75,37,50,96,41,78,68,92,81,60,96,-11.772478902303362,67.19926855285885
63,3,83,1957-07-02 23:10:20.009977,98,61,46,33,69,70,14,80,96,90,80,41,59,30,14,64,7,28,69,2,38,16,78,90,89,15,73,100,43,0,31,31,90,98,58,84,1,31,43,66,67,-34.17844722483915,-95.88078576407767
23,89,64,2025-03-22 15:20:27.002013,16,4,56,71,0,4,77,85,26,39,74,12,12,11,21,10,65,69,32,34,87,70,37,44,5,44,11,24,75,15,97,27,36,40,9,35,72,7,8,33,7,-67.16307387394974,37.80149498002663
23,7,70,1956-02-06 17:05:14.002003,64,40,4,73,41,51,38,32,68,59,16,98,52,13,15,56,83,18,25,3,4,97,35,2,77,48,57,58,57,59,26,75,89,8,88,6,66,4,38,46,4,-79.42168025337695,78.24052423108282
34,66,84,1915-09-08 14:31:01.007528,63,20,70,80,86,41,22,45,34,0,96,74,74,17,16,7,30,21,53,86,60,70,11,82,70,21,9,74,13,28,29,59,16,85,38,31,56,35,88,4,47,54.47221168235268,-35.59490423388297
2,43,7,1942-03-04 22:42:12.007937,47,99,86,70,36,24,94,66,35,11,22,47,82,66,73,47,77,64,23,26,34,5,36,45,78,16,70,47,34,18,98,15,12,98,40,3,42,1,27,85,52,81.84459764032161,173.22716640194466
52,31,37,2006-09-08 18:58:30.008511,44,14,31,62,79,52,66,78,27,78,78,2,9,53,69,83,46,50,8,76,40,73,77,95,35,28,97,39,2,61,49,35,60,42,9,88,100,6,76,3,15,-38.54253932558919,-36.018177575283545
83,84,8,1967-05-28 19:04:48.008032,5,29,12,28,68,0,17,3,20,96,72,13,72,63,99,1,41,13,100,57,44,31,1,67,20,58,47,31,34,58,31,70,74,83,42,86,19,49,95,68,8,65.06990085420446,108.62427386593743
21,3,58,1982-09-25 10:34:26.000331,36,89,69,39,87,24,85,73,4,50,57,55,29,59,8,24,1,92,71,18,11,4,17,43,47,15,97,3,21,20,83,93,70,19,33,9,54,79,17,80,59,4.075846559877689,-171.84001480166003
4,52,44,2008-08-15 18:46:47.007072,85,33,13,43,55,9,68,33,65,2,9,93,38,51,15,87,18,79,27,2,19,9,99,22,27,50,16,92,94,72,62,29,66,31,35,60,53,95,7,71,10,-43.99885889742761,-71.85039424296224
85,34,54,1921-06-22 00:25:20.001316,100,37,39,43,29,18,25,58,60,13,25,51,12,24,68,1,7,45,96,31,90,9,14,0,73,81,49,72,96,32,86,46,11,75,73,2,8,28,16,2,48,-50.187273218580465,-39.524153897982785
8,6,68,1902-03-22 18:21:10.000832,89,90,53,19,4,82,92,94,68,11,46,73,23,18,22,74,20,28,34,34,33,69,39,82,85,14,94,17,13,5,32,43,90,12,85,73,14,76,76,19,61,-19.708608455803613,-174.12141125189635
17,70,91,1920-04-07 14:02:48.004379,44,63,70,12,96,47,33,54,30,77,78,97,49,11,28,54,39,96,85,50,23,75,78,83,30,93,62,9,95,25,98,85,96,43,94,96,42,56,40,87,54,8.32929922417543,47.655410848667
99,19,5,1904-06-08 19:45:08.000213,1,9,61,14,82,16,82,95,54,48,57,95,20,54,30,6,19,42,22,84,29,24,16,55,71,38,31,30,54,6,55,91,45,17,12,1,100,59,94,68,99,33.79769737710755,-59.12817331641085
69,51,99,2087-12-26 11:43:48.009865,34,8,6,100,7,98,12,43,37,86,99,73,58,62,19,89,61,57,34,5,50,12,53,5,96,98,64,21,6,72,88,49,0,58,88,1,87,39,4,69,78,-84.67712515892867,56.34909116750265
38,1,57,1914-11-21 15:10:38.006964,78,19,16,64,1,85,14,57,5,25,48,65,6,22,72,21,46,11,4,38,58,93,63,5,18,1,99,35,38,41,66,53,49,56,18,8,30,58,73,89,25,85.17811361994413,-109.5333674869136
47,3,68,2075-07-23 15:23:58.007150,73,26,37,13,40,4,18,34,7,32,3,47,45,36,46,20,72,74,35,88,80,87,47,57,43,46,60,37,67,10,77,6,72,82,71,95,17,52,85,64,19,-71.16931145700478,67.61117709162832
98,80,63,1932-09-02 09:37:18.000172,74,56,64,93,46,72,81,5,27,47,93,86,94,90,34,77,84,78,16,70,54,78,46,1,9,99,66,40,4,32,21,5,19,13,35,14,67,48,3,49,89,-6.022779188108473,68.92658585710151
76,59,32,2009-02-08 20:36:39.004706,41,24,33,72,68,63,48,21,66,97,36,5,97,51,39,21,65,0,61,86,85,23,74,17,55,17,55,95,80,58,8,4,11,51,37,87,45,35,43,71,12,-1.1258098734460447,-67.94302034891686
50,68,18,1944-11-23 17:12:18.003823,15,37,95,16,64,16,53,78,33,12,30,76,45,50,79,26,35,31,56,5,39,0,86,96,44,83,34,60,2,92,94,92,100,23,42,49,51,62,12,44,26,-34.66734754693077,-74.93328199929046
9,98,10,2069-06-03 09:13:43.000127,59,49,4,92,38,52,60,55,47,16,62,25,6,89,27,75,22,2,21,79,97,100,0,78,4,50,45,65,20,100,66,93,96,38,21,15,71,79,96,79,80,56.04129028885805,-7.7136182421076285
91,55,75,2020-10-28 05:35:59.009012,87,67,1,5,5,73,43,51,53,6,57,44,85,22,15,64,61,33,55,26,7,5,81,10,34,33,0,9,3,30,93,16,0,77,15,1,11,50,48,85,78,18.107581036974437,48.93444648223286
32,59,35,1945-11-02 09:46:40.008813,51,24,26,54,43,37,44,13,2,75,4,34,22,24,37,42,59,31,19,97,15,24,5,46,83,74,30,90,6,25,38,95,52,38,2,36,93,67,3,100,69,73.27651881180262,10.01590557076068
27,82,61,1971-12-13 18:50:52.003366,60,27,58,98,55,22,28,50,13,25,74,1,49,20,44,84,11,91,23,45,100,66,19,88,21,18,31,80,88,25,100,52,99,29,92,1,57,66,16,35,72,-8.105629945632018,-52.76903715202744
78,60,30,1969-09-04 17:43:22.009555,81,60,88,23,46,93,32,68,85,77,89,2,49,43,11,8,66,1,41,18,39,6,87,36,2,28,62,32,84,95,32,45,61,5,86,28,2,13,93,35,98,-82.57241836244799,-162.71694875903904
32,40,9,1967-11-19 21:19:46.002019,34,61,81,61,54,27,0,14,35,8,45,52,30,87,86,92,89,51,33,85,64,61,67,75,66,21,3,33,20,84,22,23,80,65,13,93,88,54,5,10,45,66.23552115023637,-36.971516654533986
38,21,55,2005-02-25 02:16:22.008465,9,25,27,83,90,53,19,57,74,43,6,100,25,53,59,74,32,96,0,96,7,95,23,19,86,82,20,99,94,83,34,75,55,90,78,5,45,25,52,31,69,-87.33089668531349,-29.897643923302468
84,14,9,2035-03-23 16:15:55.006025,53,78,11,91,84,6,16,99,94,11,98,47,3,80,75,51,67,26,60,82,68,44,63,40,50,74,24,39,77,61,42,10,55,47,39,15,96,69,85,27,94,-71.60818167367444,70.83766541391242
81,80,85,1917-09-05 18:05:27.002182,62,18,16,1,33,89,70,52,38,8,80,66,41,9,67,42,46,70,27,84,10,64,30,49,96,9,76,24,23,34,42,66,48,46,44,2,48,80,1,44,96,-35.75301484363821,-46.24938081170208
2,51,65,1945-07-13 15:41:23.008787,7,63,57,86,93,9,22,25,99,87,18,85,49,44,8,1,77,8,36,6,79,77,37,5,77,1,69,97,53,98,37,16,40,96,86,7,58,84,19,47,27,-78.37900028610797,17.245586612021896
62,52,2,2063-11-04 02:52:46.004665,72,20,14,90,12,58,3,69,6,93,69,86,88,8,32,45,34,19,3,47,95,74,81,12,94,57,97,70,60,79,81,81,19,93,39,46,83,62,86,73,77,25.508137309943123,-64.77657742761626
17,3,86,1979-09-24 13:22:24.003646,39,28,2,99,43,53,44,63,58,38,55,86,28,95,94,81,60,28,92,48,21,22,40,9,23,80,40,51,74,0,2,35,33,45,12,0,46,86,90,39,10,84.99985302881615,-164.39014759124396
21,41,13,2079-06-05 11:49:02.008604,33,78,86,27,27,19,4,91,72,65,8,1,50,87,89,30,43,20,37,53,16,10,94,80,21,92,33,23,54,43,4,93,86,2,19,56,65,3,40,6,2,18.232175174181634,-15.700753534187015
4,12,96,2093-03-26 19:26:56.004488,12,0,35,72,24,80,23,70,29,11,66,62,28,32,92,62,4,35,2,37,50,78,38,48,52,66,85,85,88,95,63,78,50,99,83,0,72,76,5,36,13,-30.190812826048507,-160.89573760192772
35,70,66,1980-01-16 01:43:46.001832,84,12,2,3,7,70,64,74,100,59,11,86,100,100,35,0,87,62,36,31,1,17,77,25,36,39,64,47,19,28,78,47,86,25,91,15,18,71,12,3,7,-5.881085720322844,91.77365686766575
60,33,9,1956-06-09 05:45:29.008489,32,45,14,95,91,89,78,77,31,71,20,62,55,39,91,39,63,34,27,12,82,3,87,67,12,88,0,44,29,32,38,17,38,72,21,64,37,89,57,42,98,-31.040333430389808,-55.17752629950259
63,37,38,1980-03-11 03:16:15.008911,88,61,82,54,12,43,100,39,96,63,76,73,30,37,97,51,33,95,17,33,0,87,64,12,90,52,90,17,41,52,9,98,95,98,62,55,23,31,93,26,10,68.04836508890628,53.78183644988249
21,98,57,2091-07-06 15:00:39.005403,99,0,58,64,90,88,88,36,11,30,34,76,99,10,27,28,43,53,2,42,47,92,32,76,71,72,21,19,6,21,9,79,0,40,14,19,10,0,60,46,58,-26.859219235884204,-118.5416006863105
26,73,24,1958-05-13 17:10:16.001726,52,29,28,60,95,92,74,69,3,95,10,97,5,16,4,74,17,23,38,84,92,5,100,77,19,73,16,9,11,4,95,10,36,86,39,93,19,84,22,39,10,-37.37418347825225,15.989720958092704
83,60,72,1907-09-22 01:44:18.006054,21,58,62,74,16,2,34,29,75,98,92,24,97,57,78,24,76,59,17,33,37,78,38,54,51,81,4,56,92,96,60,22,2,1,47,33,94,67,5,13,40,-10.112947387243992,62.45712919072082
25,53,45,2025-04-10 19:54:07.009334,45,81,2,2,0,40,68,53,64,70,14,8,78,55,83,43,27,68,93,97,96,85,66,84,10,19,11,40,14,18,1,92,70,94,34,62,74,30,57,72,81,-43.620410917795304,-125.2986936150798
43,52,98,1981-08-12 18:37:09.008521,89,88,39,1,57,56,96,84,28,74,63,8,46,76,72,81,69,42,69,49,81,10,32,46,28,13,43,46,85,68,58,78,95,47,1,63,53,98,92,18,56,74.04617995964955,-25.647333263739228
40,90,51,2011-01-22 00:24:45.003503,83,57,19,45,68,17,69,32,60,80,8,61,77,7,47,78,98,9,24,62,18,19,6,88,90,20,74,6,44,26,22,62,35,45,97,71,96,18,71,19,93,82.80567570494068,-57.938222182460095
12,52,50,2090-09-22 03:04:05.008692,61,64,69,75,96,53,38,100,25,49,8,43,99,8,71,52,10,55,25,95,71,30,44,13,73,49,99,70,59,50,25,25,70,51,63,41,36,66,43,4,49,-70.51527219817262,88.1721700615995
48,99,5,1926-01-28 20:59:17.006537,97,36,55,14,92,90,25,62,14,34,2,49,49,80,12,64,4,26,35,78,87,86,98,39,26,0,32,34,10,3,98,12,85,25,66,44,74,69,57,81,86,21.64202228673045,-86.68317782039263
50,36,81,2070-01-11 10:09:50.006760,12,78,85,21,77,46,9,67,99,3,50,77,93,36,29,61,10,30,3,56,65,69,4,16,1,8,12,13,84,1,35,68,29,86,26,54,3,95,75,56,14,-43.89230943052244,113.22835927644957
22,28,27,2096-09-19 13:12:03.009610,51,46,31,59,11,25,17,97,76,30,13,15,60,30,91,93,60,52,35,32,96,49,43,48,48,85,4,9,63,94,30,95,71,51,12,88,67,1,26,100,100,23.812385818019237,-15.481244605411149
57,66,70,2024-03-12 01:19:09.000548,52,19,63,87,43,3,81,61,8,35,10,83,95,55,60,41,15,32,69,24,72,8,52,79,20,13,10,41,42,22,84,81,61,34,16,56,92,2,64,76,44,-80.07554722437047,132.0443266631832
54,5,60,1927-05-18 23:12:39.000308,70,66,18,35,49,94,59,15,52,35,39,4,87,88,23,70,48,79,52,26,34,85,4,53,32,94,43,43,63,2,31,17,54,51,96,10,20,5,37,32,65,41.474145705836605,-10.052240177083519
92,66,98,2080-09-02 04:53:44.007999,19,80,17,77,76,14,52,85,76,80,11,72,90,52,44,69,56,93,88,98,29,45,92,30,57,73,52,66,88,12,41,43,96,87,72,62,67,53,100,25,42,-82.02621055359664,-15.330067468893674
48,35,10,2083-06-25 21:55:53.003642,3,93,20,49,91,83,0,18,53,48,29,42,46,11,37,58,6,29,36,93,28,13,13,75,90,35,51,74,15,84,76,8,58,22,42,54,84,43,39,26,68,-28.34620022562013,-152.1631174151648
15,73,71,1902-03-05 20:15:10.002909,66,17,62,44,86,23,18,98,10,73,50,68,89,15,70,74,65,69,87,20,4,92,93,63,6,17,33,99,46,78,30,40,91,80,91,19,92,1,54,54,76,-78.41082702974268,-125.92739652574355
19,25,49,2016-09-28 23:03:05.002347,92,14,81,41,93,75,2,58,9,79,87,49,80,77,39,2,57,51,23,6,38,18,91,49,45,18,63,62,19,16,28,3,34,76,41,49,3,9,91,31,46,15.30347357984789,160.67883164541672
38,8,31,1958-09-10 17:08:44.002852,24,60,40,69,13,74,8,52,7,1,46,28,21,85,89,52,68,48,71,81,84,29,61,94,52,97,62,61,55,67,42,63,76,23,65,52,32,62,64,21,10,-58.54609906778283,-45.94504079454754
90,100,92,2052-11-22 15:50:37.003471,82,37,70,56,82,28,1,10,12,41,9,30,28,99,3,73,49,77,15,60,56,95,19,92,92,58,5,29,75,3,31,63,86,28,77,90,12,15,7,0,47,10.477963210968795,-88.49509865599003
82,69,41,2030-12-02 07:10:20.004137,13,18,34,15,47,51,82,19,6,89,100,55,20,80,54,16,33,56,49,71,14,31,90,87,21,22,90,4,9,92,51,0,63,41,20,16,97,30,95,7,31,-85.38186875720953,-30.001168838983176
4,69,70,2036-09-07 23:10:25.006935,27,45,76,86,1,80,32,39,61,92,2,24,23,68,40,88,30,12,10,0,99,87,93,46,24,87,0,57,67,36,68,77,65,83,28,31,74,82,89,3,56,8.365728271086823,71.80983683847973
75,14,27,2080-04-28 11:18:04.006038,48,80,31,94,40,67,75,67,69,35,27,37,95,1,12,75,80,58,36,76,46,83,9,71,63,66,41,19,26,82,77,26,47,54,10,85,34,93,29,10,21,-5.487056417208606,156.42025470828384
41,20,40,2016-08-06 12:59:17.003128,40,40,23,26,44,36,77,37,87,58,57,47,46,34,88,22,39,61,58,66,57,84,2,85,60,62,67,47,94,38,52,5,19,43,97,5,82,37,12,53,38,-33.30612601800772,-88.9990102715291
95,58,80,2054-09-06 16:42:13.008813,12,67,83,25,28,75,4,11,78,91,40,55,2,23,23,30,92,53,67,10,39,76,65,35,19,18,63,81,87,49,5,70,93,46,24,10,43,70,88,15,62,53.7180403471356,-143.1402015124315
64,25,24,2069-10-19 17:04:25.000127,27,69,63,97,15,82,76,9,88,99,36,50,90,61,82,54,93,38,3,39,53,60,69,71,100,82,61,43,18,81,89,29,23,48,36,22,52,39,71,46,7,72.4007030715139,118.96866921633995
19,48,95,2036-02-16 06:02:31.003829,83,14,46,47,85,20,75,83,36,32,84,47,16,60,72,25,55,70,60,56,84,73,25,22,6,5,17,72,53,16,82,10,68,49,15,14,9,36,51,54,64,-71.77980373496626,98.78978024872993
27,50,95,1940-02-24 01:32:51.009960,72,2,64,78,12,100,13,63,50,0,36,98,71,45,29,30,95,67,99,0,70,44,87,95,10,18,14,63,22,56,18,23,40,37,87,46,49,33,98,9,83,44.543383600660405,27.124001056322584
82,88,1,1983-08-01 09:40:35.006365,30,15,7,48,30,53,77,46,33,96,4,54,17,86,95,56,7,75,9,12,22,4,24,76,91,3,94,83,93,94,70,12,45,81,64,32,17,24,46,63,10,32.44185076293792,156.77827429013303
84,70,22,2034-11-06 18:24:34.003187,48,57,84,18,97,31,8,53,95,93,97,53,84,25,35,64,66,29,63,34,99,62,27,94,3,63,74,22,8,99,34,96,8,63,53,67,28,38,16,84,33,17.88818359753627,10.389916779910578
59,18,88,2092-02-16 19:35:06.004240,56,40,53,56,0,49,29,53,47,72,40,65,98,77,45,55,8,22,40,70,52,68,14,7,95,55,96,24,34,64,83,88,86,67,60,85,91,100,93,91,17,17.866691162837597,93.03814204526009
0,2,39,1992-12-08 13:04:58.004508,42,82,5,40,81,22,68,100,20,31,68,80,53,80,55,82,83,2,84,12,96,49,77,85,92,32,96,80,50,83,37,36,7,74,22,100,9,49,65,50,66,50.1081324074641,-134.36929150298783
77,64,55,1903-02-12 22:23:31.006659,92,84,21,53,65,15,21,18,16,62,94,61,93,1,59,31,15,41,97,92,83,64,96,53,58,28,74,47,64,68,95,74,86,59,29,54,3,44,85,77,78,88.76457900363934,13.557609147933249
32,89,45,2084-03-15 05:56:18.007507,73,98,11,49,7,91,47,42,2,6,5,14,15,9,81,45,13,71,9,66,52,76,44,63,53,60,68,90,56,71,84,95,38,74,17,5,59,81,51,94,26,51.33978814896784,-63.955012128192294
38,29,0,2014-08-07 17:35:59.001238,6,32,75,85,31,48,66,76,95,52,27,66,91,8,57,52,86,25,65,46,81,60,71,28,73,59,9,14,37,63,94,84,53,45,0,48,76,84,16,33,0,75.25335720326098,-138.2343664339739
36,16,30,2041-02-07 14:44:19.003192,3,61,25,7,100,27,31,98,74,23,59,46,99,61,63,64,6,90,22,44,85,48,44,14,4,34,21,47,43,59,93,31,1,39,59,97,97,91,85,23,64,-47.26681198348225,150.31291998348314
72,42,90,2095-09-08 23:40:25.007130,87,21,58,93,18,26,78,4,24,21,22,70,40,90,72,77,29,65,53,77,23,18,41,70,30,68,83,82,29,51,92,49,1,41,63,42,6,19,69,80,11,-16.973520284911714,-163.8430764261305
68,8,9,2055-06-03 10:20:55.004569,40,22,57,37,54,56,44,21,94,22,1,38,94,59,14,90,5,35,67,5,48,81,68,73,56,5,35,44,77,61,20,87,13,60,9,26,52,14,32,41,60,-53.61404458584455,-173.97438398858657
49,75,59,1917-12-23 19:19:11.003465,94,28,12,75,90,67,81,24,34,68,34,9,48,15,3,45,18,11,45,11,67,94,66,32,52,100,78,63,13,61,87,97,87,69,77,38,56,90,60,59,64,26.363095478193358,35.08631260044248
14,13,66,1939-11-16 18:59:14.002724,96,70,84,50,35,85,2,37,22,80,37,82,37,30,20,3,4,24,97,91,18,77,12,40,52,70,98,31,74,35,84,74,93,46,49,3,89,95,63,56,61,-55.957523742564476,55.66772274234768
29,78,90,1904-06-02 06:36:46.000127,96,69,76,0,49,52,97,90,99,92,64,37,48,32,94,39,21,35,9,2,9,4,65,89,66,50,8,46,75,69,52,75,24,4,60,9,20,80,100,33,5,-31.33741605244893,-45.98967545193844
59,3,98,2014-10-05 14:27:42.000259,0,50,22,18,36,14,82,0,33,77,74,11,88,55,9,83,70,99,24,58,62,74,0,1,81,87,44,31,44,38,7,16,37,33,24,58,72,61,60,53,0,-5.218066563654006,9.184672532511001
